id,duration
1CCtAeinZqTGG8j3Q5J699,7.888983333333332
1ujjOwOwxNnmnIS0MStnlC,32.327983333333336
6QJS6BT5U6L8a379IRmKOf,27.0052
5nOhEoONUIskpp5jiwz8jO,44.20498333333333
0obBr4epTPCfMZqlOJE6zA,31.34578333333333
66T2io0KipKsNrBritwBYL,6.289116666666668
3diVWMBeOGLVFePlcG6Cte,72.3338
23OK9MKSIMtLss13uEguZV,48.7476
48cTa5ThU4btEJYSRukWgH,38.674
4zSxgtXZjXB0OyICt0Alfs,75.44315
0i2CRFQYQbS6m0pmj27Hk6,44.8061
2F8bOqrGHo1BeZlZtLdDd5,31.04855
4aelWIgwWMcQNUkz8GON4u,16.65335
40x0vZotlk3sXxNy4TIUa2,3.842133333333333
4vHgs7e4sUv533SaSIwr8F,9.713683333333334
2n4AoKxUmBGmE11EO3k5wc,10.691633333333334
0TXXR7WQ6fHd6Ujnvmo7JZ,51.77895
1ziiGvevxO2eXq9cLAKq9N,57.82275
6a8PtZj156QrlSESpK4GXY,28.49398333333333
6Kelqldx80tI05RLXW21sm,4.455916666666667
7B8B6u9WFsH9iBlS0zL7js,26.73806666666667
1bNH7eGhLXLOweNENvAvVO,12.240366666666667
4ouGIP79Z94aJM96kVJP0L,52.37278333333333
1u8WFl9t2DRXPusggF4w65,10.479166666666666
1zG3DiS9DrzHNcISCOJULM,13.23305
7759RnCcQI2G676DRWwHPM,24.4567
2hJyg8XAeGawBPYzi6QxuG,66.95241666666666
5p24CzFxOUHtvYZJM6mmyw,52.68255
39P6lsyoQWas6LNIjK0MrQ,65.84908333333334
2b6EvPQJVeRTjLkiOpP9r2,30.19015
1sLZBjyczaPNQO0zTPrP46,31.454916666666666
1KohN2fjxFW2SQcK3UC3cW,20.63673333333333
21ALanuVEbVKMjGpcwPkvl,45.217
0bjnFLOpJ0QN1PhynaDl26,35.03001666666667
2c7Vyfkuf4H4jtoO5ry00q,9.115616666666666
2a6Zoq5tzZ35IAlg6OedyI,24.630416666666665
0D7QA9Umbc36GqtgKOBivx,71.0324
1YN7ZyZQFa9c9bS4A4hAqq,8.855483333333334
1j7r7kFe2lw0OqaaUbufa6,5.92225
2kMPZtO3ctYXGlTpqHegib,9.908733333333334
5a4DI3kA5Dzaly0ixtCraa,25.38796666666667
2e82zJHOqfre7Bl8EMTHSd,78.64831666666667
3HTIPBzUIhY1HD8hFbYta5,15.9277
1CyyXlCZJzdxebFiKkJvPK,29.72081666666667
7hEk590zKrBnemlGXVPySe,9.874666666666666
1vmhCLKUhCbUQqE7yLxeEp,82.8005
2DdGQflBJMEqq9k4oGCxtk,43.5644
0PMXBao17Jum3w7CoG62Hx,21.621566666666666
1fD7KDd312c3OA7TXr3Dje,3.2895
79Y3HRut2w0p0sFIN2EXAx,11.547283333333333
1LnhhQvMXd1HPcsTZ1Ut0B,29.15071666666667
63fGgHQoFOYVnEZ4eXz0Yr,17.61785
7yNe05KM7Okd7NZUxSspDW,7.10105
5qpbRnpcuMUUbwin2rAAcK,34.52806666666667
0APBtc5r4YVVR90IJRKLZv,30.14356666666667
5RbuCrcbIHl6VAIkOIs1VE,6.4508833333333335
6pNu5WjuyVLnedRUtsH1m7,7.826266666666666
4tEJYSAxIdcgFQbIKS8zPU,1.5416666666666667
2Ba67a924bcdT4OulVBSAT,3.91315
78PtKhzg24k5YA29yuDAQm,12.217183333333333
1hwtgpV2fJvT6ObktW5gnz,76.31508333333333
23POe4iBM9XWJEpJukac8W,83.62241666666667
4TZ94Azbfcib6H15gDb70q,19.0365
1AFssP9uYpS8teVTECT7sj,20.885183333333334
0C7pXiQUVWJFTCvz0GMOu5,23.83766666666667
7ouvgG0oEIgFF1z42EzHKi,48.94388333333333
3v4XZkiQPjfZuFrKcisoMF,20.3076
59xBQs7ePIO0WQo9VmenWq,41.68795
6EptX64mMVN1IwXcfgU4vd,53.81225
0WphItX1J6f4iw4LFVbOZX,73.81786666666666
1Zpt26qMKvGZCsNPljZWQC,68.90536666666667
2BxADcHTUZuuVsidHCraRG,79.28376666666666
7mrTuVhv3V2FKvgoJqwfY7,4.00545
3pTIQIUHyRc9ncJMZ8J7Vu,66.32935
1Nkf1r21DVoPvnKkrR0CZw,57.82501666666667
4u4yUDqIReRLWxMq9T9gds,89.44326666666667
1U5fJapB3xWiRf8cYjcMd1,26.86858333333333
7pTmODd6L3WxMf3Xv1jzSd,58.0437
7r3BN7Rm9yTmYz9QlG165D,28.862016666666666
7E9EYazItYZYOn0Z7sKfxO,58.4246
7I1Gu5GszRqrxAZ1nQP63y,1.95665
3uBMJ5qtGxx81FEEiCJFLO,43.70025
0JYLDlCUxJh7AIJln1DcWx,88.03343333333332
6tJCOUmxtcGGtMwpYH7RE6,22.16925
77b3PhQB5oonismqxICfYj,22.82405
7gOiuRjXCX48UfWzUSYZSn,45.23866666666667
1BKFNyaOKXiYIDApmTfyuT,62.90788333333333
4VpWn7a16eUByMXKPRSgFg,45.51885
4oblgKClkEKl7ncQDcSWbE,15.81395
3LZQqLmOWpATYxnfvLzdN9,61.30261666666666
35cRusgPIfBwMPH9U88MmY,45.43371666666667
41LYK1KTjc5saTCz1odsq5,29.40498333333333
5SfSfmfFDjIjsquI3rcEjH,9.67885
0oHvcv7ZVWxvWv55qDFYxx,26.626133333333332
7nd2YCTSDycyiqmhLWYw35,29.64453333333333
7qj7JSFylBmIiglnW1FS08,35.53393333333333
2mqMSCZyUVIrCCCGbhDc5Z,36.74635
1F8wJRQrUFhUh2lvNoAN0n,78.23891666666667
1oMrkETApO1ZmIXZVnzQFb,2.337083333333333
6Y9jMy8VHPqN9kb8PVy0a2,26.4812
2O3u44YEPME03mOyAs9Wuu,14.45945
2WOBLkyKqbjF1KwaruVeZM,18.2354
0yuKcHEIazuDuAFoYergkQ,38.393033333333335
1ERF9HVCNlvjVV7kjUSPY5,7.967933333333334
6h3Idt4A3fLtEZDG6XehfD,33.892133333333334
5MKYqeY1UZH1d5bOEh8TC0,61.60486666666666
3a8yRMVCtoYa9SjN0yzdWN,0.7365
6kwDsxh9K6bwMYOBO3PHuM,19.171266666666668
5RjH8lkQfoV08R2KAOpkrg,81.51728333333334
5NI8SLvWHIJ13g3IPnn95j,11.004516666666667
1Zft8NrZF0HUVS9fWtBQ66,21.92428333333333
0RQpCavccIil1BK86RlUgd,3.90675
4b4B1ciNK4xoWZQ3HOABEN,52.8664
3G3qsO6eV7zGZpq3tiuFfc,53.860566666666664
17IsOkg8H5hKMM74Brx37v,69.74955
5GfdZbMY6BRiji3cyzl4Fk,48.07923333333334
1G3zFKDKU0CPIp4D3gLMAK,35.69988333333333
4fr1YC1jAduVuSKAIVHHUs,72.81623333333333
0XrZLJl7eGVirsO36nKaiP,34.33448333333333
4214dGIY9f3eUj79hPvYum,9.886283333333333
6blGdYeVEpTGRQU2rKhlxu,9.1893
2fdlxZXyAJtydiu9ds2yBK,23.59998333333333
42UIK8Ve031NSj6vEPMZC7,16.609233333333332
39FGtrcy1suinwnL91zpUK,41.668216666666666
3ZcwIgjwXrSbZtGJ2hnVLq,38.14366666666667
3q957GXhCIr1Cl9ue1fUVs,57.51041666666666
5T0RvMeBCr3Qa2aQt2FEKo,42.86153333333333
6Vj8wRQxx6byfcXT4cdeeX,65.8978
0CmDyJ6o7KCQCr8tJumIUm,13.1282
2fFh0TWPkBCDWabbHze7dM,17.2904
1NGklu1vtJ91YIWI9impyW,26.91038333333333
2D346R8row9ngiKTOejRmF,77.22105
0HzKBU8NdtI73SzXMZVQkv,86.3154
4856dj8nDhOWlVZoRxuQUB,30.60018333333333
3W5ucPjiCrnB54LjoQFA8g,35.11515
2WXk3YQqbcnMhVvuk6cPoA,19.617383333333333
2YijoFACfraIrNL0GMDCRM,28.38251666666667
5PBpqWqmdS5YJkLG0fgKFk,30.298666666666666
2EBIktHyBZ0XY3a6B54Tdu,15.324783333333333
4VdRzhKVkajGs5J6qRT5yZ,39.98321666666666
2hAunoCf8NWZW5t8stVndz,67.91315
58wBS1t28eHGAqTSGbdLTa,43.2064
0coS1ecanOYHnXNtEok0gp,57.46161666666666
5jqEisdLR5IP86d10pxS8o,62.56191666666667
6PjsMPICXZFzp89W6Tnl2X,22.67466666666667
7jOfv1tUNGuX6Co2957qLb,40.72161666666667
2sS1ji4sYCVXfFmqeJ983I,58.36233333333333
799utVRJo5loTXlES58x1l,19.8666
5BlQ9tvaMnbgplTPuqQMc9,13.244083333333334
2qJD9yO4lAQixxmyO4QS9I,14.7388
3o3g3G8tohv7yycQ1pgmOV,2.724466666666667
4JVhSNnzmEQkXv5QgWW5GM,36.75406666666667
4vwDr01uk8ToDlAVirLuYe,17.895233333333334
4lvCCYHgizzQWvEkyQGim6,16.95565
2roKwNyR9yhPUCtsmT8JCh,16.12495
3n8k1ovroGfjKynwEaUelU,4.726816666666667
2pCYoLqS9GLMEWyWBlIsh6,14.741966666666665
4Q5FunzSWFuQbuGzgywHQP,8.095633333333334
2EKjbX63MTe40FumUZSSH5,13.925783333333333
6DsQ3zBKCmGVXhukaXb52U,29.1008
5noRJgHUx2FktHwA1t2qlH,40.14715
7aUDnTFL2IkuxeNwEUtIfg,53.229033333333334
6NSnE9uDFw5cwYSVosJu6Q,6.784483333333332
3FB7NTjhib66CDO2Ok2nw2,21.97358333333333
35YML8HwRvKuEqjlh4K6P5,24.3335
60rKCa8ktE1PSe7HvX7Y36,22.47615
2E7OWq592VMOmwenxHPyA7,59.65438333333334
54MEFPyf3NWXU4qlwo82x5,61.888000000000005
63mCISL1tR1zCg9ad44dpK,18.0188
3iRw3gu5V5T5zlY8mCSiJ3,66.06366666666666
4zxUYMBy6Uh07RkpYg0SrG,65.95178333333334
0Seic9Y6825R4DCLaeELeq,39.20348333333333
0omDk5sn3F1rLEvM9ApjBL,8.049966666666666
4gpjMVWxX4MvE300q3NF1f,25.9409
3A7UatKNtQGqQOtIh1TUF8,18.53475
5SkcygbU2elAuoFQK1CVA0,59.365
0RcJLp0NfvxxFSGlmgeECa,7.0507333333333335
07x8t26GKh97Tdtm5H1REB,112.94258333333332
5f5qoOPgKuZo1ZNqQ8GcXu,21.424066666666672
1f99p3cYfMbu7h67qJw7tZ,0.42013333333333336
39nlezNuYK9tHXiL9jt5eh,75.7303
5u2Ag7xJempPunOSaVbgPk,9.684266666666666
5XFXfIT0hJxebBpMs4Tacq,26.428566666666665
0GgDfAAnpOMjKjWdBziCGf,44.73818333333333
1Elb5EknhgE7orYfcYWE6b,23.4986
39NhpiUOnlPaxXWbO0XEOX,50.079633333333334
4GbGELO3FYqf4uxYLzdw5i,46.22358333333333
5gBRDM3Z7wSYz4O7UiEToC,31.06263333333333
7wf5mWNoIO5mjMI4HagREh,46.66205
5Zw0VPBiP0FOwVVlX5PAPg,74.8052
7IXyb9IpwTy8LQ8VUi3Gzl,21.22768333333333
0FxNTblv0kAMHpena4pzYp,65.13623333333334
7b0XC84NOZEtfVtyyu4r5s,14.571683333333333
4FOA0Q07brBdb59iyteA61,73.76456666666667
6DUjllBIXh2vuQPINFkie7,16.996233333333333
6GqJs5Uyhxz0C4tmkLLjuj,23.12968333333333
4OaytPDmdqfAqhXNrLdTs5,47.84161666666667
53KJyXZfS7ttmPZVD1GU5o,44.06721666666667
17mlyBmXp7ZRLwu7Bo5G7D,8.9122
3ETwhMuJB1st6JIT89TLT0,9.91085
5QBDWdYaungWrGbknhhNGL,46.35476666666667
3cBO7FI4Bcq6mSJxSH75Rf,7.9156666666666675
2UJhnKVv3HK91aw05GDs5G,63.03908333333333
5DoZVdC2Q9zYIxyw8ED0eR,32.55243333333333
5ocVkvgL3TZKbDv7EK4fmh,40.32376666666666
4voyn2V6HVDVZ0c0H40iha,40.2367
4iJvC9Xy9mQyFpJCJG2Uuj,35.08225
19fJd3Orq7Ierfke7lOn6V,32.12886666666667
0r0QG7UexD2lA9EMVE3gnT,27.86001666666667
1x6QQ2pfTD4fFeROB0mjH5,9.411816666666667
1Tln1gq7cRagH5FWTi5JiK,82.94213333333333
4nWBGgiQ8nnjzib9WHOhgL,23.93455
0FZ1F8tEHJ9NC5Na3Bjv6S,73.42225
2GtLaSiSmlI6SWcqLUunJV,32.7916
59acVAh51gWzvs7kI9jjaj,31.40528333333333
2u9uLJ1EnvpiRmBHopeSTD,49.22906666666667
3rIninXRPda64NRSGGjGOI,32.6757
4BG8hbaalyLv1uZFcBLhwJ,9.818616666666667
5Kotvuir1G6C4qUBuSUzkz,71.80233333333334
217LqHS8t6XSEbonVFzSb1,30.7707
2EX8ohBDuKO3plwfonDSEA,44.44821666666667
7mQjsEVlT9kPm5Gx6HZQdw,41.33878333333333
2fZzKUsK52oUPaI07qok3x,5.039883333333333
3pzNJWyV7Sra78KDdILJXw,5.723716666666666
5tqM0h23b3azqRkGn8134O,44.87411666666666
3nDPe3xTnJ0KngVoPGL3Km,9.006633333333333
5aAyYnJkKb1Cjw33s9LNYD,3.175333333333333
5YJMUClaVtBUWcHAr4RO8W,69.81581666666666
226dXP6JFsMOHFbtVZvwO1,50.29481666666667
1Sn6KeyPF7SA7ie7pMa9rG,28.8418
