episode_id,word_count,start_time,end_time
6jRKsGjMN8SmTBUNBg0hhU,1166,0.1,488.8
2IRqGfaMo71oYxb6UdUpxF,812,1.7,356.0
2Eda9eZhotlxMjTanwA74H,850,1.1,419.5
3dVbALU2z4StjiC5TsTuJg,1503,0.9,611.2
2qxWkdl2Wve7Jt5ncB4u6N,791,0.0,350.1
7iz5aM5LFmDjXsXmu2XHsN,530,1.2,235.0
0NPBCuLutvhHtDb675yrA8,681,0.9,327.8
27Di6tXo011TQJEoWam3cI,630,1.4,284.5
5KBsUSkvCfNLQEd2unzoPK,1225,1.4,494.8
59hE1z2OEWfLVFCjhzXXVf,1491,3.7,576.8
7D165XDKgAVWIF371jJvOy,367,0.7,180.3
4zfvurMgUAL9GtsnFDyDFe,432,1.0,206.7
4m2vYvnlMt2wuQysWkxO9L,1191,1.1,468.1
0oyuD0fO7dH6yNe42GUbju,1394,2.9,577.0
0Wb8q8EEbS4YLGA8grk5dh,935,1.6,379.0
620SULvdAK1kBeNhkt5j66,905,0.7,415.2
6LPebovQ4qlb5f43jzpGZ9,1388,1.4,603.9
6lOU15zRUhfpg8pIP1u29y,987,2.6,446.4
0TI0vypcsDgg1qK1MBzxy0,699,1.3,332.5
4UdVuZG0mcuNjpu9ExEE63,1299,1.0,554.9
4vyw0E5pPKGRFFLIBMIYgb,1425,1.4,606.9
0wwkUFyDG7JI7kY9aSCQYO,709,1.3,291.7
12UFlPPdjCBpFibZQnnwLe,999,1.5,384.6
2eD8nhTqlKfGxfSjKRbDre,579,1.1,274.3
2Kg0p7ppcrwKkTsbxYSKCY,1499,2.1,599.7
0kbf0yOMh9p79Xd2uNfve6,627,1.5,294.5
3LuSCGqiPqezFVoqfWjYdo,792,0.9,366.0
2gx2zRoJ8aO13AphKx3XBa,1097,1.5,458.1
3vBeuBcpnBRGqEO1t0hjQV,753,0.0,315.5
2NNtMFCJw50UI5RuSq9sv2,675,1.1,304.6
0kjrmLvN9odYBYq57dFLD3,772,1.2,327.4
14Ff6p6Nszs3IoJqGKjE3g,1633,1.2,625.2
0mMft1Db60dewwzE9vpF1h,731,2.1,313.0
0iZXdrInL3XfKSxOdLuQHm,1358,0.0,602.7
42btIAKmO042mZDPlQAFik,1300,1.3,517.8
4Jv5NOfyzHFzGTR5KLgRcw,927,3.2,391.1
0RwYGM2Q3nhYyQsEttHWqq,141,2.9,56.0
3XiYib95kDCZ6FxSi7e266,9938,1.1,2641.6
6hJEaUUKPzlPnvBIyi9lSH,8396,0.3,3811.5
3C7Ue9wARiPlTupc1JN1UU,3459,33.4,1468.4
46klYHHtJQkxfv0bAVTR7H,4609,2.2,1927.4
4ztXAswI48LMteuvkl66sU,3707,8.6,1450.1
4h0EJ9Zz8r1Cj6oSt3785K,8090,8.6,2844.7
7MSZyK1mQZPuW2C17Q9QX3,2550,8.6,885.3
4Pp48eDKblrPSjJF9emsZ4,6207,10.3,2134.5
4kmv4wj0LgxwXpm1F2BrEM,6600,8.6,2149.9
2Lqh0NPROQkRIncbweao2F,9082,0.7,3339.5
3MhHzCIz0GiM8tN1cKCsUd,7914,0.7,2919.2
0CAowD7T3MigElu3vjTad6,6278,0.6,2547.0
4p5yfliRoGsPEVfjCAMdhP,5173,0.5,2088.4
6Y7cg2OImB5Xh3VyIMe302,377,0.7,143.6
58JOMMzmu2xKsjEWBzkWCi,5471,4.9,2099.3
3rLu5HG8VEUInZ2d3Uuq6q,4937,5.6,1715.0
1RyRVoSjESWE6pk06ZTjSb,4479,4.5,1632.1
6ILtVEzIkYSrUmQjsSRbIr,4255,4.1,1757.7
6NAnEzuWwvSWDFAfim5Dm8,2712,0.8,879.1
5rhkqwSXuvcAcaASXG75C3,4793,0.8,1654.3
3LF3wRa0wleV8kiqtZih5d,5786,0.8,1957.2
7peknkkgZI6uiEtIFkxf1Q,5030,0.8,1678.4
67EFQgGRZLjnAzHLoPyW88,7149,0.8,2429.3
3iadABwYWJEXuObPM1YRJD,4481,0.8,1510.3
2uUj1u3MUkmmcR86c19e8M,3569,0.8,1251.9
3UiLxl5UvcU5AHM9tHrXtG,154,4.2,65.1
4TAgMsCAtzgJWJiDvTGS0r,14751,0.2,4297.9
2qU0VdYTND48udLW3BdcCv,13637,0.9,4782.5
0WQDHglITaaoLfL2rePaVU,8463,1.2,3087.5
0zG3E9H1Ya92J5LZf2fuWZ,8739,1.5,3144.4
1gjrF7WRLNVO74F42FJmAW,6507,1.0,2259.4
1krM3bJYyK5qfMusV7oXCN,7423,0.3,2747.1
3Z8OgmMZ8Y1N1PDzmPs5sp,515,1.2,302.1
05TWA5ciGiwNaZQNi8mU7Z,1590,8.7,859.1
1k2Fprbi0nJBB57SLbOeVw,724,7.4,375.5
5nzbAA8PsqnULv5Sz6wjno,689,3.5,434.8
2Ola3ZQZkIcKXsGYbFPeKd,4903,0.6,1639.9
5yprJe41EwwPFbaBigjvv8,5451,1.4,1919.1
5whInBKR03MgnylaejmQpP,3849,10.9,1348.9
1bx9JTSmeDfn310fpFdRvN,3271,5.4,1069.4
4wBZj6cgRsOvXWRIRzgnr4,1487,2.3,392.2
0z9RCfYRhZRKewSh7N0ZEj,10136,5.9,3268.8
2wE5bXEimXkhUlS17ZbOwS,9695,8.1,3671.7
3JvuxxWqeoceqq7VBhDvwI,2291,7.4,780.1
0VCNFvmtEUvMEHQIEmt8O4,2262,5.6,1031.8
4JSafjQqI6C8AuroONpcOd,2330,5.6,955.0
