episode_id,word_count,start_time,end_time
5TIGlG1RVJKijaGiOvIhuT,12608,0.5,3614.1
7qCdxGPaX3zUl2uA8PTT8j,1517,7.2,687.7
6XBqPqpiLBFy35qo2rC2r7,6581,0.3,2272.4
01gFf81FmQPJwnMCBSyXrh,124,0.9,41.4
6yFPECMxlVm9vgVsztO86p,5417,0.5,1931.1
1WRZ5zkzEthckBFpQEpqWp,3339,1.8,1055.0
6mK2qVjzmb3Pdry9AMoy3e,13639,12.6,4767.2
7qpDS1LeNkTs87vQxkfGnI,8072,1.4,2647.4
6sZkGOa0mhNPwEk5Hbe60j,13374,3.1,4942.5
7wb4GEcMAaXVDrgOlqrFE2,370,1.8,145.5
6C9OaZN9CrOr2bvmwvQvXy,12158,1.6,3998.9
4O8gw0Ydwn3qTsOhrBzsJI,8618,1.5,3124.1
7mx6LP5hLVOkWyrrhq7G8Q,9456,1.8,3221.2
7s9utindTln3V48Jizu4L4,15044,12.0,4626.8
4PXsw7qRMqraUodpk8JSyA,10969,12.9,3587.2
48qcEEiRyUohvkXUyftzg9,6146,2.7,2221.7
2yxGbrSymB3xX1w4iceBCX,6729,12.7,2467.1
6iKq5ddCnHujWgN8QLrn7A,10229,1.3,3160.7
2VYE3aChIuOF57lUuKetOZ,7317,1.7,3450.5
56OtQKAsC9yY3rZlAgdaHJ,4237,3.9,1461.7
7jnkXRFPEz0Ypyu8B7se9y,9194,1.6,2969.7
3A8Bune3yfPdfRBK0JoYtT,14637,13.0,4955.9
5Rswe8bhLOLJZYS7M1iOMN,11443,1.3,4932.8
5r2YcUDJ6JEDoFiSz2Yzgk,9989,2.7,3594.0
3v0l8WzZQKAhrbcZicdtnd,9551,2.1,3357.8
2VwgFUGUmsyd9V83dJbng8,6170,0.5,2154.0
4Qigz0zFeFe4I8Yi7uGO8Q,2910,1.7,1658.1
1tDex91dfjaCVimArT3Mt4,13177,3.0,3889.9
2mv6mOqGcGBjO1earlIDUG,11186,0.9,3873.3
4IRU7kUuR7mQRFIM9NTaFh,883,8.8,2101.4
7mHmnzlpdX0ySpjzLCE7sz,2154,13.9,689.0
0A7av1ytBGwAw8XkT7w7GI,5101,14.6,2164.6
3tQBbZgXtP4kTAU0j5q0LT,8243,1.0,2364.0
0UUh58fiPiogN8M1eOhRJ6,4332,9.3,1635.8
46NFPaHKumulotsml2VQ6F,5480,10.0,2462.3
1TyNQdTmyOIBrdVqKzYv62,4230,5.1,1738.6
4RFZyNiRBmgATQLhhTrP6V,10924,0.6,3659.0
0CUfqnOse0uIhqE8Nu033A,5351,15.6,2468.1
5PbzdLP2mV9SCVTjzTzDuy,15079,0.7,4222.9
22YxkTP0Wk1M4jsltTBCBE,337,0.7,117.3
6YsT5bjie6bANsKvXkELnK,5726,4.9,2097.9
6CL5XPxCTa2UAcktw7B9KY,1182,4.4,538.8
65MtFIbwBytTIa9xSuPI2l,2423,5.5,918.5
4bQZnIylAE6RnWCSHiFhyX,1541,4.5,614.1
5NHDeuhgjbnuRfaFDT8fX6,1582,4.4,622.3
0DkjCpSIomSFhyu0LLwed8,2586,4.7,1010.4
7pLgK49BjcntYZJHVx40PU,1577,4.2,666.2
2RhMJOPT9gc2IurMdMFjbZ,2002,5.1,757.5
2nBdGtNa60geHhzmcOGTrF,2026,0.9,821.2
77YaxSaU8ishOz8IrmMlku,1526,4.6,648.9
3ifSf8decewwjvxFwHSk3D,1539,4.5,613.3
2DQwjxXSi3PDmjGFEy5Fxb,1741,5.5,704.6
0wOyAVO9qTZdscSIDMzWbu,2041,5.5,789.7
295wrdwbjz4BW0TuVpQn3k,731,4.9,340.9
3KkPjXZ5AhTGrdtmHnKQmh,893,6.8,399.2
3pDh6tpq3V3FqXUr010ByJ,2298,0.6,782.9
4n1mSLmkJxItGfw0SxsUdH,5700,2.1,2042.1
4IS4DTaKi4rW9ypkdSBQNR,4705,0.9,1737.9
57fj7JUB5qPItWuyP4H5g9,2892,1.1,971.7
61G02drf9FuNWExWhja6WF,1871,9.2,676.7
3rxNs50t8WXBnmh7kHxcSe,6694,0.6,3037.1
76UlULZAYgY34FghLmbgGJ,2926,0.6,925.8
17HAJP6Lf6rd1e2HPQXkOD,3319,0.9,1108.8
2xsee6Wt6CFYxlfjBts4mJ,2063,0.9,752.4
4JOtGxTXsmZzwAdYwBKoXP,3232,0.5,1104.3
7td2k4hXAbJsqc5Lvroyah,2695,1.1,995.8
0JDHI42OyHIMb6H0QHcGek,4666,5.4,1672.0
34SjXddL61jgmnxFz4VUa4,2410,0.5,865.3
5xANMLm7ut2gOFg0fmotNv,1278,0.7,456.0
66J57S2E2msgbgQEInbtQl,3045,10.3,1129.0
2KCNSuMaYcexYks1nfqv1E,1747,0.6,609.9
1oYnjURUQhfyKlfngFj2Nz,2368,0.6,800.2
4xYGgZOW017l5HtmTyFWVf,2550,1.8,898.1
2n1dqlAp8Gko0sKQLZou9N,1334,1.0,469.6
584mYj5v5jaaPsK3prCEEb,3828,0.7,1402.0
4ZnntNMbqZBznPoFbJoUpp,2779,0.5,894.0
3dLh1OC34rpRR5jPAWkeou,2036,1.4,685.0
4YawcVVaYnryII5Nu74oKj,2932,1.3,1045.8
03pHU3JX3ekI8AdrgRrjkK,5303,1.1,1838.4
4PuId0xIOn0DU7vNYpbaS8,1981,0.4,751.4
4Pq2pbLf2ugj7Wt8E1XEKk,3043,0.5,1050.9
3o36ggMbB3OiPogpxoSCjn,4063,0.9,1315.5
0sRb2RKoCZR7eFRwiIo7AY,5386,0.8,1800.4
6wjGJZve192pEvanxOCJAV,1773,0.5,622.8
3RY6QQWDLvt2oPfZ81n5Mo,2922,1.2,1010.9
45hdgt5NK2rWtuoPGvPls9,2091,0.7,723.9
7xfPzkMJuq5BMWKoiXjGgL,1778,1.5,662.9
7MqypMmczz15gpFbmUK9ga,3796,9.6,1387.6
418FxyDoDexN5aBAxrqSUe,3080,1.1,1164.0
6t5JFHehyvoCrQIqWuiaTY,1956,10.5,709.7
2dtBXSAWGYzVRSKCtf0JPC,2338,1.1,774.7
5R5GBNDuBTyqzbUWTVhlMR,2383,0.8,807.9
6cf6wtU0yT53wb92LJjQ2v,1846,0.7,596.5
0Hp5TCBlFQBqO9mkiFfmkX,1349,9.7,463.5
0CwEqfwPJXuMXa9xL7SR6w,3405,0.4,1147.5
54bIEbxaFBSTc3QxzvTt4j,2648,0.4,880.1
1KveU2eScCJrxtdk0ORINI,1428,8.7,593.9
0CAKilLRXPNYTtwYGvAQ3A,2130,1.0,724.6
1pYwbUGGcMAyErSSFwfoif,4040,1.0,1351.6
3FAY4uNuUWFYQK3f4wcYlH,2637,10.3,928.9
40sGRkQGTeIgyrFHfUfbbi,2084,0.9,693.7
69nJTXP3fFkhEoZgLlC3Cr,1882,0.6,626.3
0usZ1MUOZpQMPO7dhM2EYv,3487,0.8,1331.6
7quCH1LZWMKX9xg2tJBMsP,1542,12.6,492.0
4OvSbq88SJfDAKU7LzsD1f,5262,1.9,1858.3
3QbTGIxOzyNiooDkqYNh8V,1872,10.2,615.1
3DsqCVy7ZEDQ02nj1gzDB0,4549,0.5,1502.5
3lIayKY6FUQT2weBhwA0PI,4355,9.5,1520.2
4sc39SGXDDGC0XQZuGEXxq,1624,1.3,581.5
7cjtGp9uirYtax27obRFsJ,2563,1.5,960.4
0FqPbPa4gDd3OXT9rtVteh,506,13.4,194.0
3Db3DcTnRzhfVDFLUcBlrJ,2120,9.9,732.9
3ZUeuutfC9XXvixgVrebSH,2564,0.6,925.2
43quLkuYBXHIJmM4Dpnov7,7336,10.0,2613.8
3D8kvIW23qwmb2WJes3HHS,2475,0.7,850.1
78OQMjcuuxpetcjzFuw8bB,3062,4.0,1122.6
5bTXJhCGSDTnRUw5UeRYXo,2443,1.2,763.3
3skVzRYdu9175Ls8t8NWoF,1819,1.4,722.7
23lAbvU5ppBSaYHKPY9JW6,2869,0.9,958.2
6TzaaPWkPCaFRapNRb3Wl0,4141,0.9,1463.6
4GblLrRv6TpAuJquWczvJ0,4884,0.9,1630.3
4SFgS0NlRcWyuRegvkZAHW,2956,0.7,1110.4
2ePJcQzBb1ImZUsDNUCWN2,4412,0.8,1489.5
4gDgi4BORPmUO9k1rzS26v,2759,0.3,907.7
61ynRMSx9alMobb6dQsktU,3295,1.1,1140.3
34GPuFIORLxnFBQ58Qas0T,4162,11.1,1451.8
5q5OLh6pO7uYyRDVDH8MQC,1528,0.9,516.2
6MOSMM1SJEQnH46wdjTz7U,1479,1.0,500.0
5Jpsb9J4HqRxHFhXO4QQAA,3023,9.5,1104.3
7hUP4i2qY4MNIxysQdMKeo,2141,3.9,847.9
5HYwxvrqbhgGQFuOmkN4hA,961,1.0,322.3
64FkQlcmSGZ3PjNNf2FTih,1115,1.0,395.6
6d6WrUk8Nq9XTWmnLOeGCT,2849,11.8,1020.8
0n9XLWIkvF9irLDWYG9NW7,3643,1.5,1332.1
4oblgKClkEKl7ncQDcSWbE,2702,10.2,929.8
5R6I3Hyyhq938WkOdZE28K,3999,9.5,1386.1
4tLIhgbR0hs135BsEFUPxL,2612,11.5,900.3
5VSy4GSg0eZQSt03X37nM8,1732,1.9,599.8
6wf2BbNWAbYqVrflHmw94B,5335,10.4,1827.3
7LMSyufjcTv6l7KOvGx8pt,2924,1.5,1085.9
3zguonooA7Su1lf3C3qfaC,1609,0.6,535.5
4D0Ywa2xqWK3FRUjxR6Bvb,5915,0.5,1946.7
4Osb9UPP5O9geriyyWJhav,9341,0.1,3404.2
05pWrhh08zvVo1JXkFBz3h,10586,11.0,4002.3
6C3w51wGpJyKodFxnfosjr,5790,11.8,2245.8
2fd03lNakJfFEUMcwFWOCA,7426,14.2,3006.7
7kC98NZmwwuMPCjLLZxdoa,9836,9.6,3714.4
7pnHASCaDlVRbzYyjpFrHj,4508,7.4,1727.4
