episode_id,word_count,start_time,end_time
2IZOaCA7IxVnwrJHrH7oE4,11911,0.8,4408.8
3u3S357DpZC7PEmhfhAYoy,8470,0.3,4148.1
2JFgS56YdGlJARnOPgGFK5,11212,0.7,3839.8
5K0u0PKAYS0DYC42sRUEmZ,1566,0.6,708.9
5kp4XCLu0qN1pftMODpQdf,11664,1.5,4001.1
6X3eGotTGyHiHgJi1uNPEn,7549,7.8,3529.8
0nw8qz12adW3zumNrrbeRQ,9417,1.2,3040.2
7kFD4NpvQh5EvHt2jWcqYo,8333,3.3,3691.6
0W6xtfmP5eSksnFbZQhPQv,7839,1.3,3981.1
2jN244z9DNGItCUef0TSIr,4964,0.5,1836.0
3a66xnmIy23bSqz1tUyrZA,1730,0.9,608.5
7fwVp3uv7GLrp11fMn2xu5,1981,0.9,736.9
77y3i9JVkUpbS7PJBDcncv,3396,0.9,1277.5
71X6FipaiRO5bV7a4sljNk,2333,0.9,870.0
0hEc11p0diZcp46gdKnDPV,1386,0.9,630.0
1ZEB2wNEZvcPfaFeOvVMtF,5194,3.9,1855.4
6VKme520dLiZsDRQI9zdWy,1158,0.6,441.7
3CNhpoUtgL2DW5UY0dCOqm,3636,0.5,1267.3
5pCobXNSbEIRRYvn9R6xxA,6785,0.9,2316.3
2CuOxjv8EXzt2tR5tqFvUI,777,0.2,516.7
3UfHqtBEwC4FBD4n0JaY3z,1362,0.8,510.7
6aJ7uEspZD5bR0m7AvSEfb,13363,0.3,4579.3
0Rlt7ilipAixVuu4wZ7NdK,2689,0.9,1050.5
2ou77auyHbl7vQ0p1iNUUr,2659,0.7,969.8
0lQjsAsYMUBRSPbvaJQCii,2299,0.9,898.2
3jIv1NcrbgPtVYPoBy5Ks5,2510,0.9,869.6
5zhj7VQO1o7lA1jibK1jfi,7594,0.4,2658.7
0LZxy2EfvfGYlQqRjxjL0N,4370,0.9,1538.7
4J8vJikB2OcbRpanf6cT1b,4636,0.5,1645.8
30KJ0Nmpp0uIc7XAnhD1gU,3695,0.6,1359.2
6XtqenLJnK6FV9bhhzTgCP,474,1.3,279.5
3C1zB83lIvYMStsc46Qj5j,3238,0.9,1177.4
6G53MbXuaJOg5eEYW7nzaI,10127,0.0,4516.5
4qmJy51UF1rSXh3EgSA84x,3159,3.5,1112.3
72p804LskwFMbvJ65OgHpj,8962,10.6,2933.5
2L1vyF3vSpd6xrS0JD8iPY,4426,10.7,1501.2
0LXfqDvpzKBrEXNRoQHnxz,5362,10.4,2076.2
4TBJ4IoPJM08WRTpomLGgZ,11315,10.6,3688.7
3Q2c4tDFEygGMn36flNUjY,6073,10.6,2222.9
4eht1WIWJGz4MGj7YxSUai,1473,6.1,630.3
2dTCFPOwamkmuSQDAVVHFl,4448,4.8,2231.5
2HTGJ434P5xzXSmd5qL7hX,635,1.7,348.9
2A6BOBbg2KNJmZR4jhQxAE,872,1.0,340.1
1sjBOxgKo4jrr2HqAP0XUr,694,1.2,318.6
4TO0AwjqKZfiMJYRacJjUI,2496,2.3,1173.5
3xPffRvYP18JKqlfPcNAUb,1491,4.3,672.1
4ukDU3SN1axGlppljyaAj7,756,2.4,418.7
5TwZEQ5LGP2wGlndNqPVwe,696,1.5,288.5
1hZlK2KMsAEfQ9zZoCWjWB,1079,1.5,470.7
2V9mUP6qWLg0Vd7jOZw2De,1023,1.7,507.1
6hjDM2B5k5sLngNwIqfEt0,1395,1.5,561.1
0Bl4n1bx98bhzzDnMPVM3X,1199,1.1,563.2
0Yrj5u7G7iAYQ3rJ4OQJA5,1209,1.1,627.2
1Hs5S60MIzrte3yaaeL3Su,902,2.0,361.7
6z2h0UgjUTEWeSz0FKWFSN,1921,1.0,824.2
7jArnlvRQ1aoO1RoGj92xv,570,1.9,264.6
6LyH7EqLvLGrxf0ck3SKYG,1585,1.2,806.1
57ba551A2KljfyuLsZ1BNC,874,2.0,472.2
15BkeKln5IGiWO6ljHizP9,896,2.4,435.1
1NWr92n3tpNUA0gVQL3OB4,1104,5.7,510.0
5qcKuUeyPY1NBXfyH8WbVs,974,0.7,534.2
1tn9vxqYfYC12NgU018hrD,1325,0.9,631.7
1ghEPwmalPo9vcaaDoh8bT,1570,1.1,2313.4
6YFmzhJmJSv0DxXOHvhHUI,4434,0.2,1466.3
2ZeuppjgyRYQH6Uh1HTAeC,6804,0.7,2183.5
46ffM1Iq7mAkZepHgpM7lQ,10283,5.1,3653.5
1mtIvzhT3LORAgXVCOYK8g,13411,6.0,4318.9
6BiM0nmOuURHzXpQJTd1am,9235,4.8,3869.6
0fZLzd52G5iZtjkai9W1b8,14753,5.4,4630.3
5DLM0LdAyz992lmRqKRAxh,11548,3.9,4399.4
4zXHR466U1izheEzO8Q798,8818,6.7,3636.4
0z9NtCvXvRhctuwLdN188m,9305,16.1,2973.4
17jO3JPPsyCwiAeGXgqdJq,4763,3.9,1492.4
0YbWHlbwvpc6a0ocZBj4m0,3804,4.1,1434.6
6PGINpkmevDZvClKPAmGIy,13958,2.6,4296.5
6QdiPw5d2YdnGkU2q5ujUU,5648,0.4,1627.5
3JdsnEt8jO1i96wpDUboPC,8866,0.4,2463.5
3g0QOUlKdLtqwRJVU3rEVz,692,0.0,254.8
11QhLD7WtunprxN9Hxaj3c,1853,4.7,851.7
2snqrDMZk4dpuoXdd92t8z,662,6.9,283.7
5Gwk4nYoFlaNQBMQZxhnx8,784,8.0,387.6
7lBgExvVFY0P7WRmcsbCvg,1640,7.0,659.8
4jCz1wUD8NqGp7wWYdDQyk,2866,5.5,1237.7
6yBBUIBwgQkfpgRRs0FMkD,596,4.6,296.7
6o4LtYZj0LrzKkDWJrsAqK,913,4.8,383.0
7LsVJuqCCKPPh6xBUnl4hr,460,2.4,160.6
5RQpoNjyQVV2tffZ9M3NAq,3668,8.3,1101.3
18qOmLiJXB7aZzADkSZpQX,4221,8.8,1307.2
3jc0zEGZs4ZrEHhD6wneS7,4320,12.2,1325.1
0mZ7hjCaj61ir30t9WCqzJ,3165,6.9,985.2
6xiwEd6k9TCceHy7fZgi0u,9746,8.4,3448.6
1EsSIYFkRBwJYVdWS4rLP9,7203,8.4,2687.9
7sx8eptEpC6yaZ8i5HlAPW,8734,8.4,2970.3
3uGePCpknF15pNnDHuJvwd,5567,8.7,2152.0
1sbqeZ5WEaqsbaWsVeConV,7292,8.4,2590.8
4PPX89bxLQzLwLKwu170EL,8762,8.4,3153.2
3VKyiRzripMsSfV6Glozep,12492,8.4,4304.0
2CDGwmpKouNahXxxLWCvFh,7175,8.4,2529.7
2jtYRijPCVXYG3uckchkg3,5972,8.4,2081.1
2FPM7E08v7lpfAZzIphlJf,2625,12.1,750.1
5cETDUQxpIf4Ybue8TjbfM,3585,11.9,967.6
0VBXuU6ROehJ6aMYbGB6cB,2858,11.7,770.2
1Dlac2jve65g5dLeUJ5wwP,666,11.4,180.1
1N6jPNvPIeWajJAA6RVx31,3007,0.0,803.6
1KzshaxmeCINQMRtSoOv2N,9831,8.0,3366.8
38pI5wkipuBunOhtCXqtGX,1129,6.3,427.9
0fZPEDx2KQ9Z8KgPksBWUI,10065,0.6,3712.3
0L4UTjlOQam73Gr1yLJico,9344,1.8,3358.6
70sytmH9jTjd1SGr09LPiN,12061,0.6,4914.1
3BYQZ4GNjuFTJaleR7XHUW,12691,0.1,4667.8
2qbZd8gLWeRNX3nSHIoPpH,13130,0.0,4677.5
2L49dCXQDnz5oiAd2PSog4,4816,1.3,1780.8
7Gey6RU1bthRDNrKo9BYNO,6940,0.5,2044.3
7zXrMVXGFvY27yrb9cPof2,11188,1.2,4833.7
6ZHhrTUppTZhfTOR1WlNA2,9963,2.2,4406.5
78VO3FlTNeSkX8HhgPELYo,4993,0.0,2301.2
1pO7casLAEjHzWsJEEjcYK,5954,1.2,2760.8
6oWhhjwJjy7S990osQ0NPu,8786,0.8,5329.8
6fSd60m0SLaeCDUEL9UnDq,6741,0.4,1810.5
34WoPAl2sernOurhXwyKZ2,4805,1.1,1713.9
5wC5oCfiRoQcNLoEvTefsb,12096,1.1,3978.6
3GLGRbtC514Cud2XDCakds,6162,9.6,1807.5
0wv3FKXv2sI9eDTId9Q8AV,5054,9.6,1494.7
43jidXy3HekETkCnzMmG3F,9024,9.2,2455.0
2iXVvWp5Wr9vkhm6zR4uvO,6125,9.4,1849.5
5gh9AwtzqpH71xkJVxrCDX,6910,9.3,2013.3
4d3on4FL4d1D1jcv5XBzOe,8683,10.0,2974.0
5S4bXMCfQBeNwTKTBANpj5,134,0.5,61.7
5PBpqWqmdS5YJkLG0fgKFk,6285,2.2,1817.5
7sFOkFrJPj37NB0goxs7aY,4324,0.4,1879.4
6Ailu4VmHfjdQBWuxgMDk9,1082,4.2,435.4
7qbcNDO9jLIploxRQa92pv,216,2.7,96.5
4Kb0nt49oZ0dEYiZ6eX0i4,5821,1.0,2509.0
0fHlWAw9H5MhLC1ZwBCOL3,8624,1.0,3320.5
6tbdpmWB3zCnqEdSzSn50s,8989,1.0,3667.8
7L38Jy0xQEife98zVXw1Nr,1869,1.0,913.6
0onrycnfvXXq9foa1qAEZu,9238,1.0,3779.9
0hqpEsMjJIzAqDcq5JyzA8,5317,1.0,2283.0
7jC30kYtXilWmbVzJbLm5p,6647,1.0,2845.5
658Kdsjoksu59LYLFVTlJc,4438,1.0,2091.7
122RXiELPNATKVjFIMvkSz,2161,1.0,1183.1
1HeLlRQXjVyBhq4kosY5dC,5182,5.8,1507.8
5kwVb5KpUii8zLkLIF7jAi,5800,5.4,1781.4
7ogoqOYmgk5IXcP8XskbfA,5404,5.5,1584.4
05YuvuCZZdH0FLrTgqFxiW,3417,0.5,1755.9
6zxZvc3eLIFyEqICpx8ZMI,4991,0.5,1688.2
77cofFkXhsjSG9SIJB3h3I,6265,0.5,2185.8
1bSQOXBe8ErwfojGiInHnf,1606,3.0,581.6
1lisP82YxvCBOXgtkp28z0,2843,2.3,953.8
0e8RErrvkWm75bFrDuTeZK,1948,2.2,710.5
6QF21Ywiz64betsrWQTAUv,2207,1.9,730.4
5FDfjWxiHIHkBk9WemSoOp,1094,0.5,423.1
0g0OgDoo17l1dnD1bNAUjg,1046,0.8,416.1
4OdPNxPdRAyWnRfaCfYW38,4641,1.4,1622.2
133bivqZsGMdW2dtv2FcgX,3813,0.6,1257.8
3W1d9dWAjyYul62SAyjmEH,7780,0.9,3088.9
5UTijLNPbw2pN2FVgc4Zlc,6652,0.4,2632.9
1r6JHLOWCReq0yjsTHmFcD,2102,7.5,982.2
4EfS4nteCrO9wfXvvOlywC,1019,4.1,503.2
5SfSfmfFDjIjsquI3rcEjH,1350,6.4,554.0
1j1wYvNsTWZRfFfXkHjHFd,1019,1.2,565.9
5KMQEGeGrlfQTgsjPLYAm1,1211,1.2,507.5
7z0zJf7GiXYALXDZG9StQC,173,2.3,56.6
65hjBR1Z8hEHAbvIdvOK3t,316,8.3,147.7
1iXr07k6ZR2hTcH9iqRblA,868,5.9,363.9
6Thh8Hd7Z2D1iaoS4vd5eW,4632,0.9,1345.2
7tmC6DhqAIYmTuligcT3hG,4135,12.7,1506.9
4wfNyRR9J4FQPxX6RxdmW2,8065,14.0,3227.0
2aFTvAXafecFf1C9PnkLH6,12693,9.9,5188.3
1MkGAGOzeVX9j3AtzBobv6,5540,10.0,2083.8
16c1v3dVRzxJL3vv2FGaAd,7908,0.0,2986.9
6VQFVlpt2pI3i8MMGOFNlQ,5759,12.6,2230.0
27POhoAFUsCGiRapJjO5nb,11864,8.8,4792.5
2ZGminx3GaePxzBdUt39XS,5123,9.6,1924.4
7EIivNHvPXyvNasq3Ah7fA,5177,5.9,1506.3
0L7N070XuucttXVMDQLyKQ,381,0.2,144.9
27Vpl5sNdVJf4X5jNDQdST,389,0.0,162.5
790rQmSt2JZSleQz8S4kne,341,0.1,112.5
4RPFwM0Kbjzfy8mryBgKeF,296,0.2,107.2
2sKqsTHarV0mkLH0pkK6DT,13609,2.2,4534.0
5H9OWsdr9ju0VgsPQCCwXJ,4390,0.5,1825.9
5iqbgi1fdzs4STfCgYntaB,10009,0.1,3327.6
4ZXXNVQrzJcz5uCAiM4RES,1047,0.7,407.7
3y9LXIMxP3h9CJDi8LFjly,1046,0.8,313.1
2Ck220gyWgMQESSGxA0W6X,950,0.7,333.8
1ArabTuO56GnSkWlooECa6,775,19.3,337.9
3FB7NTjhib66CDO2Ok2nw2,3189,19.3,1214.6
09LZ8rekoOimI64uoQ71dB,4154,19.4,1744.7
0UwMWMaWvALfCs90crkrqV,7559,0.9,2783.0
4w57cEDOuL3ngByLj3V0qp,400,0.5,218.8
3n6q0oghhDh8dwSqyc5ama,5708,19.3,1993.8
2RORU6LDJyWFmQx6e4mPB8,6980,19.3,2486.4
3gkJp08GdDMlX2MxtPGFPh,4852,19.4,1435.0
3ui9khVzGRo4yAalMLKCeq,5333,19.3,1901.0
2voZ4WvWaacsm2GwRM98ZF,6500,19.3,2250.6
2SYRnfp1BvSsmliAEn4RtW,6985,0.7,2622.4
1ttqoJjRclGCzR0wpbiDYz,6899,0.7,2347.9
0hULHJRo8crWClHlvVVBD0,2101,0.5,770.7
4LcstJEx16a8LarGZIjl2q,8336,12.1,2510.7
0NsJNSAoS63befXfnz5k7L,8784,10.5,2544.5
2Sc9PXoz9zYeHIHee5JhZk,41,2.7,246.2
1KbJuOK7MQYCRe8aDXHGAU,471,0.0,2865.9
6coxKD5Te48veQcQKRysqx,7340,5.3,2596.6
0NJEeVpYbwycV2wQIltXXc,188,5.3,58.1
0AjVjnrfAeIuIuXQrtSkMx,4321,7.0,2019.4
7duQdvL1w87czZnvdhphNJ,5192,5.8,2120.8
5BStEmpXHjBLS9haUtL9rJ,12127,2.1,3545.1
0MnFg30hth2OH0fTEJRuc5,15858,5.5,5103.4
0VlooTrD3lg7rwdUxzImbn,108,8.2,99.2
66TAWy419tHf1vzspnJ7kt,523,1.2,385.8
7nSkydXHyBm0HNCpOKp0Uy,146,0.9,106.3
39z71IX6ifFcScvOU451XQ,266,8.0,184.3
7cfAs3wTi2X3PrO8uNucV3,240,1.1,196.2
3MPSXtV1E21u7ebEIFRHLS,223,0.7,175.5
2onu5KW2QvDpJYw21rwk1G,507,8.7,406.4
6buup2gldLrroaNsiH1FXi,411,8.7,314.2
5v56KjO9yGXdm40Zgs2xxn,237,3.6,192.9
15ZsTttgGvmLtXaYv9fjhS,167,0.9,183.4
3QHL8i5KDMq5bslK7mnrHQ,286,1.0,215.5
4rEmURl0xv1wyOBJRl7cMA,7426,0.3,2358.8
3mc4gisuM1CBcewNx1MMD5,1764,5.0,742.0
2ELZj07rCvVlpaaq93VfsV,6090,3.8,1907.1
0ZqLMzg16zThZC2BBsQIxy,4251,6.9,2252.8
1YJNOYNh6VGWOW8oC36Zhf,8376,2.5,2647.7
6bNhPHyNCOWp2qazHNomYn,3924,2.5,1446.1
