episode_id,word_count,start_time,end_time
1iFigW8pHDt0SjUSzWDTJl,3422,0.7,1292.7
4vTsbyOwk6zbxlQ3Xvuhz9,371,11.8,166.1
3BMju6nWdMChPUJMU8nHhC,1495,6.3,809.7
02OL1DRutq44t2ppAQYFet,15978,1.2,5060.6
5n9RRCHy6V4KD6t02XsfYb,2897,10.7,1048.2
1lAdxUgeww2IFIF6sysfXf,3191,1.1,1518.7
3p5mBPch2E7ZMAWlVA36PF,136,2.6,44.0
0IKZpqu4baG9hbgwThrIFi,1051,1.7,358.3
3INCzEwU1DbLWjsaZGNgjJ,7193,7.4,2521.9
23gClPJSBV9VWFf4LZ1dn5,4008,8.4,1612.6
6bKsWkwM41j9EWyyf3aVGo,10672,16.7,3241.6
1zwIleiLdO1Ls39vmlrgpc,10715,11.3,3061.3
2LnTa62J5IDolsb0WlHCh3,9006,18.0,2816.7
5qPz6Wtpcl8BTQR17fwfbS,7146,0.4,2261.2
5tOTdbYPiAmqHfOINuVffH,9550,10.3,2992.7
07svpciS4AzxTGHnMbb4GG,11415,11.3,3409.1
5uTY8jyDzDNQugPrBRbodq,7230,13.0,2258.2
0Z0ufKyVAHAKqhnpb3R9D6,14491,0.0,4651.8
3X4GRdORb32f4m9YMmRZEp,9126,14.2,3443.2
1s8oFasxx6gdpOsutjPEPZ,3229,1.4,1324.8
2pItcNg4epoWeUwudG188R,2916,8.2,1095.4
0w99RHR9lO22judNvXgBBB,9333,1.3,3585.7
1M33yjc98c5NAXNR4j7YBa,8758,1.2,3655.6
5QMuM2wi3kasuSQieXJ5GM,6661,2.8,2304.8
5vnnYkWhtlGl3Tq8V7QZA8,3652,1.5,1525.8
4pWP1q5B3Pkt0B6bYnTyqv,7680,0.2,2682.4
2lNwgsjW5iLftDScCPgWZM,11283,0.1,3674.3
00NBiU581y6OJNrVhMBrEh,3285,1.1,962.4
0x4E6O28Qo7zX5oV0uhSt5,2799,0.6,892.0
0ebZs8EPIKzvf8T9eeaKqA,2772,0.2,791.6
2pgAuvwFOU3NpgOR6nPFua,3483,0.4,1126.9
5ePll2MyYku9sH9uLCS1nm,6600,0.4,2142.3
2m1UDNWApjC9FROZYaXqMx,10684,0.5,4673.2
786reEsTW36U3kvOqsVF94,13650,0.9,5338.8
7AyfdxORY4TKfbS94DByCL,11536,0.2,4501.0
7wTvy6ghD7BG8N7mymmYBO,6011,0.0,3402.1
1Zh5Gs72NIBo8uAPD58qkm,12239,0.6,5238.5
1tpRs8h86awBatc17XGlHs,10402,0.4,4107.7
0EzWmuaZnVPIdmeThDXMp1,11715,0.8,4789.7
1AeaYQQLaNuBFmPMd1MlO7,12459,0.5,4063.9
2PlUWIyZ6n9pqAYii7CD6g,328,4.7,135.7
5HNpxEXB2LcyJypADqIMo0,3909,1.2,1532.7
7sy3VMZRkCoFoCBxrRmBAh,14509,6.5,4749.2
0SwlegOqdcs3KaGHZf7XuO,14207,6.5,4949.7
7FkCRTWi1d1xrbcfyS1geg,11891,6.5,3652.7
4DRbGHmjXSypMQIANfVJwL,15052,6.5,4968.4
0hlO3MdhaCoDnhbAnkvjwr,12687,6.5,4150.2
6IopFUEOGiY5FR5JZdWiix,14594,6.5,4720.7
2uNeX6LxZtpEtqdZtyWsy4,11888,6.5,4004.9
2Kw6XsDGFOxlS3hCvePkos,14930,6.5,4789.7
0t3K13XkEYyAKudvXqEEgK,12781,6.5,4351.2
4x24ageKJs2H16KjIZYo9E,9281,6.5,3095.9
2JRbIC3YzTB235vmkj6U2P,14214,6.5,4491.6
64TJL7dB4EM9EJiIJm86z3,13151,6.5,4235.6
6DaUkCB0H97mSjD37Geut7,3704,6.5,1648.4
15OXpHQacMtxD8SftLfIg5,13075,6.5,4430.6
0PJl8lf1wM5FfP6xo4m1tK,14807,6.5,4769.5
2jTTqBnpV71RRA6A69C3nO,10736,6.5,3805.0
0wzxLdZUw7mQgrPpxR0sOh,1508,51.7,695.8
4wrE2ut82LMHlOd5Wj7Q2B,12889,6.5,4396.4
4UjivpOURPCeZpWAj1RGyj,13884,6.5,4957.8
2y2kESHq6oOWokprtFTadQ,14298,6.5,4963.3
4PEjIblZUQQPyYkIHfQQU2,141,0.0,53.5
