episode_id,word_count,start_time,end_time
0sUtMIIYIANIMEYmxiJZCd,8020,0.2,3310.6
7aGQCvZYFElS3su48vgF10,6201,1.5,2737.8
4vZwlqPFsbJZwWLVMJuIzv,6307,0.1,2382.8
7ErnTY01iOHFXcZhAX41pz,9696,0.0,3596.1
2nwaurqt0w02kvIpJfhM0K,6529,0.7,2582.1
692n8M1O5TpLwCAqyEC5jz,7038,0.3,3265.6
7uGY7NWtch8BBccT5ujmYR,7173,0.3,3486.3
2UZFr82wNsfVBEWGcftj8c,6246,0.0,3052.4
2OGsfzQajLpLTxTaF8pTGI,6286,0.4,2467.3
2zIfvXFMtt40fKnwGd9ngq,7206,0.0,3385.2
5B1Og3o8yHdEOLlbNMKjJI,7681,0.5,3447.9
38QL62CvY1swwOMO5oiwS4,9407,0.1,3376.7
2LvaKrht3J85JXW1HpdN8L,7444,15.4,2535.2
4NJtNcZqYL37gVwD4fMDTW,7089,1.2,2214.4
5K3LN4pf23U8AFnVpUFPmj,8623,15.4,3104.3
1fzMLX8elluG8pjkqutGe2,8374,15.3,2870.3
6ZWtaN3x21oZTOJiGp57UI,5281,15.2,1948.9
2FRNb15LpWlOjBuUZOXWyy,5836,15.3,1965.3
2eWbIP9tOM2DoFsbHn3KB8,3340,16.0,1076.4
5gbTOvUKA6h6tSwsphq8Dh,14882,12.7,4804.2
3GgM8YXMuTbpizURpl5Rs2,4704,15.0,1628.3
0yH0beS9byVKAk5BNgrLw1,9021,15.0,3164.9
5bPn8htdfsJBmwBZ6JVYeK,9139,15.8,3082.1
3uQucGNCZe8hU80sLqq8LZ,4712,15.2,1658.6
5s3sDHDfT0njKTQclgmghH,10382,15.6,3395.1
7H40v8RSPKPIR41alTpL3f,6749,0.4,2606.0
3gevEX98wacpACx4rM6O7P,7451,16.4,2387.7
14jaZAg7yfNlPYZ8eXJdw8,4755,15.2,1555.6
562wHZZKup4Ge95xm2eqLG,7506,14.9,2663.8
07gLup8CTekMvOnzSDrxYs,9837,13.8,3127.5
1EVwiLkzl7UyDvPlr2zwEQ,9425,14.9,2969.1
6X82MpIKcmt2SkuwHetbV7,7152,14.8,2433.4
6lGK0Qjx0E0mN4IracUnle,12267,4.0,3411.5
4rc9GNViTQ1uBVQsrJPy2d,2970,2.3,2200.1
6Nl0cnzldSwAg1HDNey9pu,9325,0.9,3001.9
64CkzSerHQdx3Gzw812dVX,2232,6.9,1022.2
76ABmT4d9QzaPDJvMUz746,5239,4.4,2623.6
6zSb4CnWuRacbHUvrdpfX7,15802,0.1,4826.3
3CvwJZ7QqwHe7794cdhDok,11215,0.3,3711.0
23LS7xwf8tKca5JwUhV4ei,11455,1.8,3690.1
4JgJ4IjahKhOkIiZQMBvDH,10849,0.5,3770.9
2WMhl4PV5TsJ7ZWCCt99vD,10840,0.3,3612.5
39uXVVGQpPkbTQdbaLJv02,12524,0.3,4060.5
6ebVaLcIVZt2ffV8oNHCQl,10166,3.4,3624.1
3ynOH2tLglogZFGi6vNIgZ,11607,0.6,3804.9
583suB5QFYP5TGKOCi9Hmh,12070,1.1,3908.0
3A3dW5PIfSnQZFHXGYGF7r,7221,0.6,2642.2
3FCESl5cS57UlTFSo0G4pU,13459,0.4,4141.5
210MRGEnLFfprvF2uvUsKJ,13673,0.5,4431.7
1H0w82hFM9dfIy0TnYqALY,11796,0.7,3669.3
4aXTaYt1LMWl0TleGMa1hv,13010,0.5,4005.9
4LGUuR4RekV6422du6tLlF,10020,0.6,3652.5
3suYsETW5k4iDbVDeeaBka,10866,0.2,3622.9
4uPs6NXyg4CUkbrvL0h30d,12499,0.2,4235.1
6NSnE9uDFw5cwYSVosJu6Q,697,1.7,406.9
65RjlYn3eEDErX4Y1FXdaK,4331,2.0,1926.8
1VxDvZpwyv5rEODHznGog5,3847,4.1,1180.7
2poum2yppdYevHYk98TDfB,637,4.1,235.3
6cIOKpMURDjPBTP3jIKw8e,1774,6.8,765.3
7kzw1nDUDZDA1Asn4JmFQS,3596,0.1,1416.8
5NETOhTYoJiGg4Xr945QfR,1966,1.5,780.0
5eJ6cwZECJeOPKkI4CtiTd,4203,5.9,1596.8
78j3iihVRJbsIPYYDos8bi,1634,1.4,581.0
0y5UWGqQGcRDQRF0BozZfX,1186,1.4,433.8
40sHdfqeBn5Ln6q2KJtfi4,858,1.4,363.4
1ypJkO8pENtpw4ssonrYUr,1072,1.4,430.1
1HNQVbqMt2ecpo7ycsGn0P,918,1.4,370.9
1j7r7kFe2lw0OqaaUbufa6,832,1.4,351.7
29BIBXuRegRaxdUroi8FP1,2984,1.4,1138.9
6JjROUi5vnTpSDOHKPTKv7,1241,1.4,472.4
0zc2b91cI4MZ533lPzfEJR,2796,1.5,1705.0
6tckzMdyYSa4etWEQGZGjh,713,0.9,459.5
2fzoyxH6uyBWB5U7MhPJUs,962,2.8,498.6
1IR1CeNuOg5JBisqMMVGwL,1355,1.6,1030.8
6fOArXd2UYqYKMIlQgdNUS,810,1.1,617.6
4cIqoaiuE0qRUUBHCunukG,7137,6.1,2988.2
1oulkUowlXLoOiwkzb6UDM,5883,6.3,2116.8
10MINfaZiSAQ7HpiVxiiqL,6063,0.9,2337.7
66wcNdT9KQ2qD8SSir1P9s,5473,0.9,2019.4
1xpYSd6ShhJH1ghBsnZ64g,5747,0.2,2138.0
1NrGyHwAzbfMUjt5G8wQYp,4902,0.9,1670.8
2F89p8TK0M7KJG92wEfgn9,5615,0.9,2171.8
5sm6dVKRbgDZtGEES23zcj,8448,0.0,2647.1
4yeLsV7LEKsn5IeKzp2twM,7548,0.1,2481.2
5GeixdAlfvKFufLovplj7y,4546,0.0,1519.7
6NTomZ26DNJ0kZ8JTZyl7Y,7144,0.0,2472.0
64fzD6SZuxQiUu5EC7It7H,4808,0.0,1600.1
6heWI1fFwLqlp6iQr0uAxm,5520,0.0,1787.2
5XUbQFqi2lsa4TjRD0hD3J,6197,0.0,2012.1
4acZYJdZMD6a9AS5fO7vNN,5672,0.4,1757.4
2pLn29juuXCgxOQbrddIw0,5988,0.0,2267.3
0FdjAMMkovkTHkQHjV0Jas,7738,0.0,2379.9
6wx0CIW3hhmxrD0p3Sh35n,6976,0.8,2245.2
658433HdDTENRsKqHg6gvr,5910,0.0,1820.9
275INNbiGcKn21d39lI61G,6090,0.4,2006.9
0p4hSYtwIrla84SG3ky8oK,1585,1.2,844.3
1EBHLUSe3UZO3zt52gHFBn,2536,1.3,725.8
4McwUJcfcliPweHQxWKkPi,895,0.9,310.1
3NKc0iBg3GSkbimVDFqJI9,10145,0.5,3081.4
7kXzhFwgAA6xxnz7sOoFDR,2540,1.0,827.1
2PKnf1xBG5Hm0OzwS7C3fh,4783,0.7,1514.4
0Cnavv7kxI4Gghr5AkZ1Ht,13733,0.4,3918.3
1kEYPWlEMqa5MttmQvF1Nl,7268,0.9,3306.6
7jHLKcOCg0WWIDfRoM1fn2,7680,0.5,2444.4
0hBc3HLGVJU4Qt2mAIipm0,10531,9.6,3593.2
1hIUWdTNrwTwSO6qdoXzfM,2920,8.3,1488.2
07bhSfbptXXFkI2dVU80mK,7286,11.5,2343.7
2IzQdnEua1UlBoRb4Ncqij,7415,11.1,2528.1
0fefr6OaqwSGTFFF1SZNcB,6813,12.5,2224.8
7zyZFg3bEq40cTpJDKSLtH,6255,1.5,2544.6
5dPkVX3sLwcLA1zJ4nafeO,11138,17.0,3537.8
3o3AU12Ym5aAWypeltNhHq,7641,21.8,2650.3
6AhaoM4XN7PwmL9v1CmhtG,10900,17.1,3450.5
3rODZNeD4Yl5boJLXOegx4,10602,16.9,3413.9
4ikfYN8AWMaYFHzWNSU7bB,2056,0.9,942.9
3E6Ql5hP5vUq7klbQg3RaM,7217,0.3,3310.6
4MzqMDBgwP1i3n2CC9RFkE,11616,0.3,3692.0
6XpVDOJ0CRiDB7bhY1nR4x,11686,0.3,3878.0
07y5BjaSvgOmbHm0Om6VD8,12021,0.3,4545.7
1y9UW2roU4FfGM6Qwu8Qq5,14713,0.3,5282.2
67HuYEZAYZU95MQDmWUIcj,14459,0.3,5384.5
5fgD3LQE9M4QW4hpAmZzj5,12378,0.3,4609.1
49xl7BV7VIAdXwIakjbE2N,10469,2.3,3377.8
0H1YamkSClRm1inb5RWMJX,9524,2.3,3158.7
3s3pZ66JHshFdnhjmrXAOS,7836,2.3,2637.0
2CMtBzwIDZJXEr3yMXkQ8H,7308,2.3,2364.6
6FW11uiYFPZ6DpuYopmI0I,593,0.0,274.3
4L1Svlp1swVvwxszS9eytt,3591,19.4,2018.9
0dXIuLZDjFSBDWvZ8XjxFw,7628,0.1,2752.4
2GlbKWHcMmRlfXHbQrm2d3,9556,12.5,2951.2
4CrivcU8jhWrPeY8UVjEgu,5051,2.9,2584.6
5gELf7QOLi2c2c9sewawtB,7924,35.8,2851.5
4CEjaq9rhSLW9097HKmgB7,5956,20.4,2080.7
5B8lLOA1vdyG4eKEUYXGHt,8911,25.4,3820.4
4YExaL3ZIR49wXvs1mrABO,6667,0.0,2296.8
4KenQd7ojebReOEbOWo9sZ,4685,0.4,2157.8
1DK4QWwgIeZgQsTNMRDleq,7582,16.3,2581.8
5XUEwHzZlFcsO2vx7pWKl6,7035,0.1,2513.9
11jfJR5MHEA57E2ADOEm6x,6889,11.0,2448.9
5QEXjIInbMQ8Jk3EyGAAot,11808,11.5,3912.8
